precision_x	precision_y	accuracy_x	accuracy_y
0.000489497323108	0.000415496111652	0.0396977112371	0.443913753948	mean
0.000464009560872	0.000499467201105	-0.00513904099739	-0.0021758505688	point #	0
0.0577466719517	0.0499186530047	-0.520460261522	-0.30853594243	point #	1
0.0693061908121	0.0698296288244	-0.507132133508	-0.366165355532	point #	2
0.0590062474684	0.0697460359336	-0.494274641599	-0.295768890816	point #	3
0.0555914790568	0.0718611548121	-0.413925829798	-0.373817757769	point #	4
0.047418530324	0.0517314107798	-0.0875545967493	-0.375956900104	point #	5
0.0618212946419	0.0614341327904	0.248854398945	-0.544582618026	point #	6
0.079893587611	0.0748887219937	0.365652077888	-0.382368146967	point #	7
0.090939967428	0.0766984791728	0.445558635124	-0.406665270865	point #	8
0.115552344549	0.0697933390613	0.97327601597	-0.296296956256	point #	9
0.0970230158336	0.0708256028292	1.19710693558	-0.286548074487	point #	10
0.107300945141	0.0765154008767	0.529101489971	-0.294087608283	point #	11
0.0643814627735	0.0778517127031	0.292008723208	0.634192861743	point #	12
0.0625222375552	0.0707225449704	0.335540897736	0.545317575478	point #	13
0.06813600082	0.0796049444425	0.331521834768	0.581405837491	point #	14
0.0679713901559	0.0770845205718	0.235266402218	0.479807836581	point #	15
0.0666064826978	0.0838997248302	0.254171656887	0.57238829781	point #	16
0.0508953035345	0.0704671532896	-0.113395932972	0.49630698168	point #	17
0.0657130946792	0.0735410329581	-0.222627997578	0.577774731843	point #	18
0.062139753481	0.0695125750056	-0.358901717351	0.666385244793	point #	19
0.0529451347503	0.0775982106753	-0.363267221941	0.660389585486	point #	20
0.0648412304248	0.0792037175505	-0.435684050411	0.600541399845	point #	21
0.0785258146435	0.0763953326331	-0.439732043753	0.761971712823	point #	22
0.054514642107	0.0734640686874	0.227340156282	1.14822227382	point #	23
0.0555088472503	0.0784239312186	0.261313433114	1.11254471413	point #	24
0.0782889122375	0.0851882911552	0.397692384325	1.25896043086	point #	25
0.0694693289422	0.0704489565794	0.418893253694	1.44334889569	point #	26
0.0600998554831	0.075110720829	0.277742379865	1.45814956541	point #	27
0.0617708474491	0.0741564150143	0.241995094355	1.58748383497	point #	28
0.0547686346213	0.067117775697	0.211393918492	1.36410256242	point #	29
0.0569318937744	0.0613753883984	0.0814991022497	1.10424494269	point #	30
0.0579490768713	0.075892101569	-0.0497781523321	1.16587121255	point #	31
0.0865824194658	0.0708546695602	0.0426756411401	1.07448225149	point #	32
0.0716530591927	0.07199891306	-0.238009021099	0.682063140452	point #	33
0.0647042306346	0.0633872066012	-0.707976676279	-0.859401894958	point #	34
0.06386452634	0.0609761735477	-0.695942186195	-0.435380770857	point #	35
0.0672204643197	0.0792940134352	-0.575885577141	-0.303471663744	point #	36
0.0672788996787	0.0736595415521	-0.656345434649	-0.120564944488	point #	37
0.0629003742242	0.0848224859136	-0.585077296829	0.363020845061	point #	38
0.072475843854	0.113887519928	-0.45266655831	0.594293480534	point #	39
0.058869072681	0.0778584210615	-0.199283298522	0.965199361114	point #	40
0.0592471961098	0.0777371657667	-0.0820148499871	1.23792933073	point #	41
0.0861804298665	0.0951861667895	0.065028108903	1.00529908267	point #	42
0.0605785165837	0.0790153086639	0.225196210543	1.3628445146	point #	43
0.0524372634708	0.0740814359651	0.335414928862	1.06517025348	point #	44
0.0603141882578	0.0632158256123	0.211835276346	1.42272917716	point #	45
0.0534736335919	0.0668096688191	0.206257604412	1.31505227834	point #	46
0.0573271557219	0.0737514104551	0.163779936275	1.23812879858	point #	47
0.227052580896	0.146927796515	0.125815683601	0.917734790435	point #	48
0.0611215213633	0.0985535702259	0.0557974815424	0.657795219556	point #	49
0.0770790678559	0.262449802467	0.100682688777	-0.0491362530437	point #	50
0.0560025818378	0.0576227660301	0.0511848268748	-0.177005243456	point #	51
0.0583685040928	0.0786910933264	0.145888716734	-0.546068337955	point #	52
0.0624796580076	0.0663344123991	0.0775908460381	-0.712366197596	point #	53
0.0530211996766	0.0573479521699	0.0305862798414	-0.688598574312	point #	54
0.0826194072277	0.0728209828394	0.0883260306611	-0.645005671625	point #	55
0.0601162095979	0.0671178067343	0.32448497826	-0.289920259523	point #	56
0.0841863498105	0.0698045364299	0.307042751459	-0.20959224703	point #	57
0.0760709862731	0.0657143332975	0.515718666619	-0.129408234562	point #	58
0.067509264964	0.0635113866448	0.44702940056	0.215615205836	point #	59
0.127385667996	0.230373536639	0.361085223782	0.616427454541	point #	60
0.0668631149327	0.0753390489025	0.213327768044	0.77782549153	point #	61
0.0855300819757	0.0837708843382	-0.0661063889013	1.15322839756	point #	62
0.0918646228749	0.139904095244	-0.181100963258	0.943345836798	point #	63
0.065691395834	0.115654073379	-0.145019794673	0.971330685336	point #	64
