precision_x	precision_y	accuracy_x	accuracy_y
0.00336795844457	0.00320924994093	-0.15882210063	0.284438552535	mean
0.00148415131969	0.000826726609989	-0.00954198448293	-0.000830932845787	point #	0
0.0719712210226	0.0528030554862	-1.15474957341	-0.0199353508753	point #	1
0.0542551695414	0.053693641992	-0.940327691822	-0.211942174265	point #	2
0.0619690499536	0.0539588377198	-0.895770898146	-0.151432929801	point #	3
0.0828726448828	0.0778775455571	-0.554857704003	-0.116195148822	point #	4
0.0500545123756	0.0486945689557	-0.544664554553	0.0216230369779	point #	5
0.061037949434	0.0581497991313	-0.254457194638	-0.157170025477	point #	6
0.0641533737369	0.0585397082691	0.0870516827072	-0.24462300762	point #	7
0.172600674917	0.141237007838	0.222783162513	-0.331162613308	point #	8
0.0734027131254	0.0520437762011	0.379804383046	-0.284166184802	point #	9
0.0571541268507	0.0482929794081	0.467842535226	-0.400594879657	point #	10
0.290178659743	0.276081918655	0.631432998427	-0.404745324735	point #	11
0.0732812453337	0.060169517741	0.321329127063	0.180032685258	point #	12
0.0980304447128	0.124288718775	0.323309379184	0.353753240175	point #	13
0.072668766247	0.0701694107965	0.238608171606	0.654973426389	point #	14
0.163295861885	0.178947309674	0.0829822861544	0.79119715574	point #	15
0.209141959274	0.157472872434	-0.282558804085	1.01272072713	point #	16
0.0666336356027	0.0711916997151	-0.574359026735	1.05947496582	point #	17
0.308584144789	0.184897442396	-0.891286440628	0.943335800174	point #	18
0.095239373345	0.0728597222603	-0.894726904994	0.946639240391	point #	19
0.0581698016318	0.0591763487788	-0.736600805768	0.803365863477	point #	20
0.0744437739141	0.0858582188215	-0.735517881513	0.828594901381	point #	21
0.367931923887	0.0853853862332	0.0558454758409	0.42233426302	point #	22
0.0743159219386	0.0790558920943	0.0405788696998	0.37460944989	point #	23
0.327257695164	0.230790772494	-0.117324279986	0.634918216998	point #	24
0.0607696009547	0.0849734461775	0.0162018782719	0.822331449566	point #	25
0.0558300809071	0.0702881703895	-0.170394899987	1.10312013781	point #	26
0.151048775391	0.085071858827	0.0210868063206	1.16749251616	point #	27
0.0781380110581	0.0780755112506	0.0942625551583	0.747695097056	point #	28
0.054455880566	0.0725541905968	0.110303244983	0.214789970723	point #	29
0.0897889744051	0.0941119917752	0.163461098783	-0.229540698107	point #	30
0.0937216875686	0.132045944191	-0.0153661112599	-0.224980966836	point #	31
0.0647836748838	0.0707026454486	-0.445492675515	-0.269635351578	point #	32
0.323172307683	0.191676009192	-0.871209453184	-0.294142813908	point #	33
0.073496576908	0.0597904264519	-1.04319211033	-0.137304014963	point #	34
0.0431587823668	0.0594175820279	-0.830602135524	0.172696005811	point #	35
0.333792092205	0.18923109091	-0.918864615821	0.290085289807	point #	36
0.0689901046056	0.0584204360724	-0.675614357923	0.678212463576	point #	37
0.095377024373	0.137904618256	-0.598148589887	1.15476052323	point #	38
0.0907389672727	0.0780939801512	-0.211923782225	1.02695156846	point #	39
0.0700348803231	0.0727374067184	-0.0418964944918	0.855438098457	point #	40
0.0595007217978	0.0551955977702	0.262689306568	0.444749374117	point #	41
0.0757230221964	0.080221941346	0.376633010253	0.218119290915	point #	42
0.0629816101745	0.139846528616	0.209975681111	0.973354600185	point #	43
0.0700283986382	0.0693704342812	0.0305229893461	0.971897852172	point #	44
0.216214157273	0.123108213074	-0.00243621156582	0.907540142585	point #	45
0.057136993131	0.0689333905265	-0.0403971958751	0.857940702654	point #	46
0.21420047208	0.172106458192	-0.0030109384933	0.89535975205	point #	47
0.0604056219812	0.063560767634	-0.228275729946	0.412828329553	point #	48
0.217363107258	0.172263982078	-0.349605398535	0.257340562634	point #	49
0.0593014365281	0.047598490308	-0.216227465923	-0.139358344144	point #	50
0.200914918703	0.116861216374	-0.204567340318	-0.144595084534	point #	51
0.0747131072888	0.224896351842	-0.235934452602	-0.200459363721	point #	52
0.138538340969	0.21242221057	0.00591748388443	-0.62796598195	point #	53
0.0755348240237	0.0654335279826	0.514156600089	-0.289401824813	point #	54
0.0761258422565	0.0983830421388	0.438185895181	-0.112144636067	point #	55
0.0808813702546	0.0570941830787	0.372356006712	0.0827296304172	point #	56
0.109240637715	0.145316317986	0.449006236493	0.236898119037	point #	57
0.089023249608	0.0835601023247	0.32490052203	0.329718521445	point #	58
0.0676924072411	0.066330781991	0.187905040455	0.520376768169	point #	59
0.0636350247809	0.0713264819545	0.134455472883	0.244475347556	point #	60
0.0790518086232	0.0681974266451	-0.170770213551	-0.402217643661	point #	61
0.0744601261235	0.0793551462245	-0.197336007375	-0.357282303827	point #	62
