Recording date:	2016/05/14
Recording time:	18:03:32
Recording resolution	1280 x 1024

pygaze initiation report start
display resolution: 1280x1024
display size in cm: 33.8x27.1
fixation threshold: 1.5 degrees
speed threshold: 35 degrees/second
acceleration threshold: 9500 degrees/second**2
pygaze initiation report end
pygaze calibration report start
samplerate: 60 Hz
sampletime: 16.6490238871 ms
accuracy (in pixels): LX=638.8804, LY=510.7184, RX=638.9136, RY=510.7288
precision (RMS noise in pixels): X=6.16441400297, Y=9.64365076099
distance between participant and display: 57.0 cm
fixation threshold: 56.4618303415 pixels
speed threshold: 1.31714187105 pixels/ms
accuracy threshold: 360.822512123 pixels/ms**2
pygaze calibration report end
TimeStamp	GazePointXLeft	GazePointYLeft	LeftPupil	ValidityLeft	GazePointXRight	GazePointYRight	RightPupil	ValidityRight	GazePointX	GazePointY	Event
2399.4	84.4085	190.9115	3.6030	0	65.7223	160.1104	3.2776	0	0.1173	0.3428	
2416.1	89.0562	192.2589	3.6166	0	49.5789	133.3637	3.2823	0	0.1083	0.3180	
2432.7	89.0592	189.9504	3.6138	0	42.1279	150.4329	3.2468	0	0.1025	0.3324	
2449.3	91.9242	191.7856	3.6042	0	44.9047	133.4732	3.2767	0	0.1069	0.3176	
2465.9	87.1822	192.2486	3.6153	0	35.3543	142.6448	3.2809	0	0.0957	0.3270	
2482.7	91.1795	193.0834	3.6089	0	49.7786	139.8225	3.2914	0	0.1101	0.3251	
2499.3	90.4855	192.1171	3.6064	0	56.3522	145.5624	3.2808	0	0.1147	0.3298	
2515.9	89.8089	177.5528	3.5902	0	62.3873	138.4390	3.3028	0	0.1189	0.3086	
2532.6	92.6301	183.9948	3.5941	0	54.7593	153.8672	3.2574	0	0.1151	0.3299	
2549.3	85.8686	191.1507	3.5622	0	42.7006	151.6493	3.3017	0	0.1004	0.3348	
2565.9	99.4120	192.0843	3.5666	0	40.8898	153.2328	3.2565	0	0.1096	0.3372	
2582.6	88.3216	200.4108	3.5825	0	44.0017	140.8561	3.2596	0	0.1034	0.3333	
2599.2	78.2737	180.5292	3.5585	0	35.9747	130.5391	3.2457	0	0.0893	0.3038	
2615.8	84.5550	187.9452	3.5609	0	40.8621	143.7926	3.2339	0	0.0980	0.3240	
2632.6	84.9445	185.6296	3.5437	0	31.4155	137.7235	3.2027	0	0.0909	0.3158	
2649.2	90.2905	180.5272	3.5493	0	45.0578	142.4209	3.2223	0	0.1057	0.3154	
2665.8	81.5610	186.4562	3.5339	0	39.2124	155.2806	3.1910	0	0.0944	0.3337	
2682.4	89.4003	182.0975	3.5244	0	29.8208	148.1017	3.1721	0	0.0931	0.3225	
2699.2	83.6594	197.1222	3.4999	0	30.4217	139.1187	3.1907	0	0.0891	0.3284	
2715.8	95.2210	189.0279	3.5081	0	39.1258	140.0433	3.1986	0	0.1050	0.3214	
2732.4	89.6070	183.3867	3.4742	0	41.2271	142.0403	3.1716	0	0.1022	0.3178	
2749.1	85.8784	182.0170	3.4977	0	50.3695	129.9227	3.2232	0	0.1064	0.3046	
2765.8	85.8601	183.4984	3.5000	0	36.6984	133.8348	3.1605	0	0.0957	0.3099	
2782.4	86.8836	189.6551	3.4882	0	42.1260	131.8489	3.1496	0	0.1008	0.3140	
2799.1	83.8052	184.7461	3.4799	0	42.1741	132.7639	3.1548	0	0.0984	0.3101	
2815.7	85.0878	181.2997	3.4965	0	34.4924	141.3754	3.2191	0	0.0934	0.3151	
2832.3	88.2397	189.5972	3.4699	0	34.9947	139.5648	3.1785	0	0.0963	0.3214	
2849.1	84.6540	184.4360	3.4798	0	22.7393	139.4637	3.1682	0	0.0839	0.3163	
2865.7	89.2636	175.4846	3.4555	0	37.4210	133.1916	3.1435	0	0.0990	0.3014	
2882.3	89.1797	178.3187	3.4698	0	32.6500	142.1129	3.1921	0	0.0952	0.3129	
2898.9	84.4998	179.2339	3.4479	0	33.4151	138.0368	3.1644	0	0.0921	0.3098	
2915.7	82.6251	186.5901	3.4654	0	24.9774	138.7455	3.1323	0	0.0841	0.3177	
2932.3	89.8885	182.9101	3.4672	0	27.1263	138.0741	3.1360	0	0.0914	0.3135	
2948.9	87.5894	179.7612	3.4875	0	55.8754	173.3581	3.1527	0	0.1121	0.3448	
2965.6	88.7333	184.1675	3.4824	0	35.4912	135.5175	3.1327	0	0.0971	0.3122	
2982.2	84.5630	174.5756	3.4641	0	33.3946	127.3992	3.1442	0	0.0922	0.2949	
9.0									VALIDATION_TRIALSTART, trialnr=0, x=64, y=153
9.5									validation_point_on
1008.9									validation_horizontal_point_fix
3007.9									validation_horizontal_point_off
TimeStamp	GazePointXLeft	GazePointYLeft	LeftPupil	ValidityLeft	GazePointXRight	GazePointYRight	RightPupil	ValidityRight	GazePointX	GazePointY	Event
0.0	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	
17.9	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	
39.9	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	
56.5	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	
73.2	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	
89.9	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	
106.5	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	
123.1	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	
139.8	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	
156.5	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	
173.1	82.9800	174.2386	3.5596	0	23.8769	116.2885	3.2081	0	0.0835	0.2837	
189.8	89.3095	177.0948	3.5439	0	34.8327	123.3830	3.2049	0	0.0970	0.2934	
206.4	76.0805	172.9192	3.5589	0	33.6849	126.1588	3.2181	0	0.0858	0.2921	
223.1	80.3917	176.3925	3.5603	0	25.6609	119.9064	3.2234	0	0.0829	0.2894	
239.8	81.6125	176.0724	3.5849	0	38.8210	116.9942	3.2346	0	0.0941	0.2862	
256.4	79.8939	172.9548	3.5798	0	30.6756	122.8251	3.2206	0	0.0864	0.2888	
273.0	74.2776	176.2984	3.5447	0	21.7397	128.4985	3.2307	0	0.0750	0.2977	
289.8	77.2102	175.6816	3.5844	0	29.8844	123.4164	3.2163	0	0.0837	0.2921	
306.4	77.8403	176.3162	3.5820	0	32.3999	119.0822	3.2234	0	0.0861	0.2885	
323.0	83.1086	169.2137	3.5923	0	35.0667	123.2398	3.2679	0	0.0923	0.2856	
339.6	79.8723	174.5811	3.5854	0	33.0873	126.7708	3.2568	0	0.0882	0.2943	
356.3	75.5287	174.6896	3.6159	0	37.0705	118.0167	3.2691	0	0.0880	0.2858	
373.0	101.6212	188.5548	3.5838	0	56.3149	123.9487	3.2741	0	0.1234	0.3052	
389.6	141.8844	179.7720	3.5996	0	106.3101	117.6768	3.3098	0	0.1939	0.2905	
406.3	149.6821	190.1847	3.6027	0	111.9805	178.1232	3.3079	0	0.2044	0.3597	
422.9	144.7082	181.0951	3.6315	0	95.5642	119.9159	3.3030	0	0.1877	0.2940	
439.6	150.3641	182.1057	3.6585	0	93.1213	124.0705	3.3475	0	0.1902	0.2990	
456.3	152.1807	187.2903	3.6558	0	106.8153	166.9209	3.3478	0	0.2023	0.3459	
472.9	152.0298	180.0323	3.6557	0	84.8942	122.4912	3.3440	0	0.1851	0.2954	
489.5	152.6900	187.8584	3.6652	0	96.7128	121.9835	3.3766	0	0.1948	0.3026	
506.3	149.7720	190.5162	3.6884	0	91.9902	129.6232	3.3641	0	0.1889	0.3126	
522.9	149.1996	193.7889	3.7029	0	88.1681	126.2234	3.4101	0	0.1854	0.3125	
539.5	150.6088	180.3971	3.7019	0	107.3852	170.3314	3.3987	0	0.2016	0.3425	
556.1	146.9220	184.1208	3.7155	0	93.3471	126.7595	3.3958	0	0.1877	0.3036	
572.8	152.8652	196.4047	3.7115	0	96.0017	121.4016	3.4359	0	0.1944	0.3104	
589.5	149.9533	187.8940	3.7216	0	94.7017	128.9886	3.4507	0	0.1911	0.3095	
606.1	153.7653	187.1657	3.7551	0	95.1678	125.7362	3.4576	0	0.1945	0.3056	
622.8	152.0625	187.6174	3.7518	0	95.3745	124.5403	3.4417	0	0.1933	0.3048	
639.4	148.3939	188.5186	3.7567	0	98.8129	127.8292	3.4584	0	0.1931	0.3089	
656.1	150.4997	192.8318	3.7756	0	84.2314	131.9406	3.4633	0	0.1834	0.3172	
672.8	148.7141	183.3867	3.7985	0	92.9975	124.8937	3.4707	0	0.1888	0.3011	
689.4	152.8218	183.3881	3.7960	0	99.7872	118.9560	3.4736	0	0.1974	0.2953	
706.0	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	
722.6	138.0751	182.5475	3.8051	0	86.5098	112.7434	3.4859	0	0.1755	0.2884	
739.4	138.3977	176.5959	3.7910	0	86.9050	120.8518	3.4406	0	0.1760	0.2905	
756.0	141.9897	183.5642	3.7680	0	86.1975	131.2736	3.4684	0	0.1783	0.3075	
772.7	143.9828	180.2485	3.7693	0	108.9418	176.5057	3.4600	0	0.1976	0.3484	
789.3	145.3858	183.9706	3.7658	0	85.4661	130.5581	3.4345	0	0.1804	0.3072	
806.0	146.9768	180.7004	3.7423	0	90.3688	133.8887	3.4308	0	0.1854	0.3072	
822.6	145.6943	177.7874	3.7419	0	101.1670	188.7587	3.4499	0	0.1929	0.3580	
839.3	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	-1.0000	4	-1.0000	-1.0000	
855.9	144.3732	180.0599	3.6991	0	83.2536	125.8748	3.4034	0	0.1778	0.2988	
872.5	147.5194	181.4431	3.7004	0	113.4690	184.8122	3.3855	0	0.2039	0.3577	
889.3	148.6045	182.5134	3.6595	0	101.1377	123.5598	3.3971	0	0.1951	0.2989	
905.9	148.2637	186.8301	3.6542	0	97.8294	123.4660	3.3675	0	0.1923	0.3030	
922.5	152.6504	182.8564	3.6540	0	112.8941	180.3361	3.3767	0	0.2075	0.3547	
939.1	148.0859	189.4178	3.6293	0	83.8720	134.2689	3.3587	0	0.1812	0.3161	
