precision_x	precision_y	accuracy_x	accuracy_y
0.00233253077085	0.000614582322416	-0.0784277742418	-0.434355447748	mean
0.0287127960337	0.00634560884047	-0.021391632785	0.00369598954535	point #	0
0.141041076435	0.116152512712	0.485290280245	-0.353065890102	point #	1
0.138143534997	0.166501543966	0.162586753983	-0.6983070481	point #	2
0.133466289598	0.157655406081	0.178399019169	-0.55822432962	point #	3
0.373880569527	0.397412250057	-0.304479874158	-1.21457633555	point #	4
0.147850478058	0.213106283831	0.194214365103	-0.856082480252	point #	5
0.137482633611	0.133270615201	-0.102208292934	-0.18685357555	point #	6
0.100876303965	0.119783390875	-0.14476503951	-0.296431244161	point #	7
0.114088377458	0.108808540997	-0.315585571263	-0.255429092405	point #	8
0.11755944336	0.118287697337	-0.370883074602	-0.00971581357866	point #	9
0.146484628236	0.189201849772	-0.42024401681	-0.215938102625	point #	10
0.12690493867	0.160967390876	-0.509317363451	-0.936341774759	point #	11
0.158035047065	0.170902976607	-0.587538877312	-1.05874063467	point #	12
0.113653600734	0.167760247653	-0.920788011149	-0.783210204145	point #	13
0.15855001252	0.242161063535	-0.940056174065	-0.948562673768	point #	14
0.114199800132	0.166076988277	-0.376682037902	-0.753640296643	point #	15
0.50704269641	0.369398526772	-0.265705075498	-0.801151591279	point #	16
0.372964480353	0.223306791427	0.141849979046	-0.703684473179	point #	17
0.121196124444	0.129150513279	0.378354787355	-0.736880528007	point #	18
0.135256829325	0.139947512154	0.385705409818	-0.690207673612	point #	19
0.414669949288	0.245723619289	0.195364653899	-0.521580010365	point #	20
0.104768603715	0.134457666928	-0.158641419936	0.177282307129	point #	21
0.626457014112	0.264638240257	-0.801753540318	0.497970478258	point #	22
0.210163994001	0.205326152666	-0.325526247746	0.592919674993	point #	23
0.224949630873	0.167694103318	-0.434418098241	0.0417384947558	point #	24
0.684954743945	0.26377324788	-0.0611427885086	-1.12828460964	point #	25
0.112656536751	0.160846210885	-0.456670000011	-1.25422409465	point #	26
0.0897927460649	0.141307610942	-0.173179007125	-0.982033389405	point #	27
0.116579194549	0.224851867199	-0.000532545022237	-0.251093591029	point #	28
0.136173427741	0.292474653	-0.0779657054805	-0.156877858519	point #	29
0.142563994558	0.274324383234	-0.0148389244398	0.122182997432	point #	30
0.127388223312	0.122234533113	0.126907979211	0.142666254231	point #	31
0.176765016456	0.14313306251	0.259748833991	-0.0556020436672	point #	32
0.121449215139	0.100561171938	0.201810531939	-0.0984285631109	point #	33
0.115485730298	0.0925453477976	0.164416422245	-0.139806997477	point #	34
0.392623921117	0.291350070106	0.0522460779807	-0.270247589153	point #	35
0.0877096908412	0.108293134495	0.494482763717	-0.513304679823	point #	36
0.085313407895	0.145032536798	0.616358905126	-0.897169025546	point #	37
0.149596293527	0.210350907608	0.456728175238	-0.962438741084	point #	38
0.105835094856	0.106032905381	0.322816475502	-0.666745668032	point #	39
0.0807632592591	0.0992011858606	0.160066436092	0.0423361254709	point #	40
0.223151825617	0.138009897076	0.152676861672	0.472041501721	point #	41
0.707783209325	0.28865582663	-0.160626248272	0.587784044302	point #	42
0.116896162513	0.162026706151	-0.011430861565	-0.546119242462	point #	43
0.160212460787	0.1157962409	0.255966253444	-1.88814668159	point #	44
0.0740549097933	0.0889117274797	0.138862151812	-1.72685366889	point #	45
0.0726671182968	0.0776270117263	0.308420789483	-0.856586440435	point #	46
0.0892568270675	0.102217310019	0.143066300772	-0.415830079979	point #	47
0.0838426039678	0.102738163664	-0.0370348115911	-0.301136836081	point #	48
0.0774022139832	0.107404557634	-0.076303524173	-0.061219968101	point #	49
0.072172518035	0.082302915204	-0.137341486528	-0.196219609261	point #	50
0.115322914449	0.187724573996	-0.0784551678486	-0.00609038457296	point #	51
0.163044704656	0.171344302482	0.825554146873	-1.7371561786	point #	52
0.110499139096	0.122797707503	-0.4581062422	-0.200700061182	point #	53
0.136693779095	0.145845722398	-0.293429213955	-0.115333378844	point #	54
0.105943830811	0.111473178257	-0.409935036197	-0.127324996257	point #	55
0.146517297802	0.144501187713	-0.737162344969	0.00469146178362	point #	56
0.0860487512444	0.113579096023	-0.528468069828	-0.223696899361	point #	57
0.122314231313	0.132775883051	-0.62143810912	-0.423882203818	point #	58
0.0857800116534	0.0963157385339	-0.539627928894	-1.04079576967	point #	59
0.068420344195	0.142503026979	-0.157022572654	-0.816030100599	point #	60
0.0722444939125	0.131853944643	0.0763990950656	-0.19971696735	point #	61
0.0856242936762	0.142739186182	0.212716163605	0.299979717001	point #	62
